referrer,views_total,views_unique
Google,112,56
github.com,75,21
Bing,28,6
luomai.github.io,8,2
link.zhihu.com,4,2
copilot.microsoft.com,4,1
search.brave.com,2,2
siyangshao.com,2,2
DuckDuckGo,1,1
claude.ai,1,1
