referrer,views_total,views_unique
github.com,244,27
Google,210,77
Bing,28,12
chatgpt.com,23,3
ecosia.org,22,2
cn.bing.com,17,7
m.facebook.com,7,1
DuckDuckGo,6,4
search.brave.com,3,3
link.zhihu.com,2,2
