time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-24 00:00:00+00:00,181,42,294,32
2025-07-25 00:00:00+00:00,157,38,233,22
2025-07-26 00:00:00+00:00,31,13,41,13
2025-07-27 00:00:00+00:00,46,9,132,13
2025-07-28 00:00:00+00:00,64,18,189,22
2025-07-29 00:00:00+00:00,66,17,288,26
2025-07-30 00:00:00+00:00,161,37,248,22
2025-07-31 00:00:00+00:00,168,27,218,26
2025-08-01 00:00:00+00:00,8,5,140,20
2025-08-02 00:00:00+00:00,4,4,43,13
2025-08-03 00:00:00+00:00,4,4,50,13
2025-08-04 00:00:00+00:00,5,5,65,17
2025-08-05 00:00:00+00:00,32,10,123,24
2025-08-06 00:00:00+00:00,131,20,102,18
